August_1m,August_2m,August_3m,August_4m,December_1m,December_2m,December_3m,December_4m,August_1t,August_2t,August_3t,August_4t,December_1t,December_2t,December_3t,December_4t
NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,13651,NA
189,NA,NA,NA,NA,NA,102,NA,18943,NA,NA,NA,NA,NA,17064,NA
NA,NA,155,NA,83,NA,238,NA,NA,NA,11990,NA,10408,NA,9556,NA
NA,NA,233,NA,124,86,NA,177,NA,NA,14613,NA,24979,17347,NA,19671
NA,NA,116,NA,83,NA,NA,141,NA,NA,8350,NA,11895,NA,NA,11802
NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,17064,NA
NA,110,NA,NA,NA,NA,NA,NA,NA,476,NA,NA,NA,NA,NA,NA
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,4490,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,4565,NA,NA
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,5389,NA,NA,NA,NA
NA,146,NA,NA,NA,NA,NA,NA,NA,4733,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,303,NA,NA,NA,NA,NA,NA,NA
378,220,116,121,NA,NA,136,NA,3157,3189,2435,3277,NA,NA,4707,NA
151,NA,NA,161,124,NA,NA,NA,3157,NA,NA,2787,2904,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,2832
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,3302,NA
NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,5215,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,7313,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,9751,NA
NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,1870,NA
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,5250,NA
NA,146,NA,121,83,NA,NA,NA,NA,4076,NA,4850,4898,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,1844,NA
NA,NA,NA,80,83,NA,NA,NA,NA,NA,NA,1393,1571,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,546,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,604,NA,NA,NA,NA,NA
113,73,NA,NA,NA,NA,68,NA,3788,3668,NA,NA,NA,NA,6205,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,20816,NA,NA,NA
NA,110,NA,NA,NA,NA,NA,NA,NA,7336,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,35408
189,NA,NA,NA,166,86,102,354,8236,NA,NA,NA,12810,12390,14626,12209
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,14626,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,8532,NA
NA,NA,NA,NA,NA,NA,989,NA,NA,NA,NA,NA,NA,NA,13558,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,779,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,637
NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,628,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,7868
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,895,NA,NA,NA
NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,632,NA
NA,73,NA,202,83,NA,NA,NA,NA,36684,NA,50523,41633,NA,NA,NA
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,484,NA,NA,NA,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,5995,NA,NA,NA,NA,NA
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,1036,NA,NA,NA,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,1771,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,3124
NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,4550,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,1632,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,1015,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,1609
NA,NA,77,NA,208,260,238,495,NA,NA,2514,NA,2021,1858,2212,2738
NA,NA,116,NA,NA,NA,NA,70,NA,NA,10628,NA,NA,NA,NA,7081
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,8852
NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,5901
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,5447
NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,124899,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,35408
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,25596,NA
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,25596,NA
NA,NA,NA,NA,NA,NA,NA,7754,NA,NA,NA,NA,NA,NA,NA,53112
NA,73,NA,NA,NA,NA,NA,NA,NA,36684,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,28912,NA,NA
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,28912,NA,NA
NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,1665,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,34129,NA
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,40418,NA,NA,NA,NA
NA,73,NA,NA,NA,NA,NA,NA,NA,73368,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,75772,NA,NA,NA,NA,NA,NA,NA
NA,73,NA,NA,NA,NA,NA,NA,NA,1497,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,23605
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,546,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,5119,NA
NA,NA,155,NA,NA,NA,NA,141,NA,NA,3463,NA,NA,NA,NA,2672
113,NA,NA,NA,166,216,NA,141,4941,NA,NA,NA,5947,4818,NA,4883
113,NA,NA,NA,NA,NA,NA,NA,4941,NA,NA,NA,NA,NA,NA,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,3896,NA,NA,NA,NA,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,1199,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,3078
NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,3614,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,1551,NA
NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,1512,NA,NA
NA,110,NA,NA,NA,NA,NA,NA,NA,3236,NA,NA,NA,NA,NA,NA
NA,73,NA,NA,NA,NA,NA,70,NA,4585,NA,NA,NA,NA,NA,3540
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,3727
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,5782,NA,NA
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,3942,NA,NA
NA,NA,77,NA,NA,86,NA,NA,NA,NA,4584,NA,NA,5421,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,2437,NA
NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,3142,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,2529
NA,146,NA,NA,NA,86,68,70,NA,4446,NA,NA,NA,3097,3792,3727
NA,73,NA,NA,NA,NA,NA,141,NA,3493,NA,NA,NA,NA,NA,3827
NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,2167
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,8659,NA,NA,NA,NA,NA
NA,73,NA,NA,166,NA,NA,141,NA,5643,NA,NA,6938,NA,NA,4568
NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,5987,NA,NA,NA,NA
NA,NA,NA,282,NA,NA,NA,NA,NA,NA,NA,6287,NA,NA,NA,NA
NA,NA,77,NA,166,NA,NA,NA,NA,NA,3247,NA,3700,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,5058
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,12390,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,11376,NA
NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,6124,NA,NA,NA,NA
NA,73,NA,NA,NA,NA,NA,NA,NA,24456,NA,NA,NA,NA,NA,NA
NA,NA,116,NA,NA,NA,102,NA,NA,NA,23381,NA,NA,NA,34129,NA
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,464,NA,NA,NA,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,1367,NA,NA,NA,NA,NA
NA,NA,77,NA,166,NA,68,NA,NA,NA,7085,NA,9796,NA,8532,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,8532,NA
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,17064,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,15587,NA,NA,NA,NA,NA
NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,27755,NA,NA,NA
NA,73,NA,NA,NA,NA,NA,NA,NA,24456,NA,NA,NA,NA,NA,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,6494,NA,NA,NA,NA,NA
NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,7348,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,1506
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,1927,NA,NA
NA,NA,116,NA,NA,NA,NA,NA,NA,NA,2087,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,3620,NA,NA,NA
NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,3212,NA,NA
75,NA,NA,NA,NA,130,NA,NA,9471,NA,NA,NA,NA,10842,NA,NA
75,NA,NA,NA,83,260,68,283,12628,NA,NA,NA,13877,15306,17064,18884
NA,NA,NA,121,124,216,170,70,NA,NA,NA,13472,17842,21684,21330,17704
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,17704
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,17704
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,27755,NA,NA,NA
NA,NA,116,NA,NA,NA,238,106,NA,NA,19484,NA,NA,NA,39817,35408
NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,14456,NA,NA
NA,NA,77,NA,124,NA,NA,177,NA,NA,15587,NA,20816,NA,NA,19671
NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,5590
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,34129,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,16653,NA,NA,NA
NA,NA,77,NA,83,173,136,424,NA,NA,8659,NA,20816,21684,22752,21244
NA,73,NA,NA,NA,216,170,70,NA,10481,NA,NA,NA,19712,24377,17704
NA,110,NA,NA,NA,NA,NA,70,NA,1068,NA,NA,NA,NA,NA,1609
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,3372
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,1861,NA
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,2381,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,1623,NA,NA,NA,NA,NA
NA,NA,NA,80,NA,NA,68,NA,NA,NA,NA,1107,NA,NA,922,NA
189,403,233,NA,83,NA,NA,NA,1633,2169,2051,NA,1321,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,2686,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,1279,NA
NA,73,NA,NA,NA,NA,NA,70,NA,1667,NA,NA,NA,NA,NA,1770
227,256,194,606,NA,130,NA,NA,9883,12228,13917,11023,NA,21684,NA,NA
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,1383,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,2360
NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,1365,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,2213
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,1393,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,1391,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,1796,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,957,NA,NA,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,3247,NA,NA,NA,NA,NA
75,293,NA,161,NA,130,NA,NA,1994,2111,NA,2740,NA,3336,NA,NA
189,NA,NA,NA,582,433,375,NA,1661,NA,NA,NA,2183,2168,2121,NA
151,NA,NA,NA,NA,NA,NA,NA,10103,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,5590
75,NA,NA,NA,NA,NA,NA,NA,75772,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,2525,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,86,NA,NA,8419,NA,NA,NA,NA,4818,NA,NA
75,NA,NA,NA,83,NA,NA,NA,7577,NA,NA,NA,7569,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,2622
75,NA,NA,NA,NA,NA,NA,NA,7577,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,6315,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,8532,NA
NA,110,NA,NA,NA,NA,NA,NA,NA,4585,NA,NA,NA,NA,NA,NA
NA,NA,NA,80,124,303,136,389,NA,NA,NA,11548,24979,21684,15168,21638
189,NA,155,161,NA,NA,NA,141,63143,NA,77939,80837,NA,NA,NA,28326
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,5688,NA
NA,73,NA,NA,166,NA,NA,NA,NA,6114,NA,NA,5204,NA,NA,NA
NA,NA,NA,80,83,NA,68,70,NA,NA,NA,80837,83266,NA,68258,35408
NA,110,NA,NA,NA,NA,NA,212,NA,293,NA,NA,NA,NA,NA,230
NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,6938,NA,NA,NA
NA,73,NA,NA,NA,NA,NA,NA,NA,3057,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,5551,NA,NA,NA
151,NA,NA,NA,NA,NA,NA,NA,10824,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA,NA,NA,NA,NA,2493
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,3934
151,NA,NA,NA,NA,NA,NA,NA,1174,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,13877,NA,NA,NA
75,NA,NA,NA,83,NA,NA,NA,2047,NA,NA,NA,1936,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,2133,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,1528,NA,NA,NA,NA,NA
NA,73,NA,NA,NA,130,68,106,NA,1930,NA,NA,NA,2891,2201,2870
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,3771,NA,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,3117,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,10116
75,NA,NA,NA,NA,NA,NA,NA,6314,NA,NA,NA,NA,NA,NA,NA
NA,NA,116,NA,NA,NA,NA,NA,NA,NA,1601,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,2275,NA
NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,956,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,1218,NA
151,NA,NA,NA,83,260,102,283,1212,NA,NA,NA,935,1062,1112,902
151,NA,155,NA,NA,86,NA,NA,1612,NA,2292,NA,NA,913,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,2007,NA
NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,1495,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,22752,NA
NA,220,NA,NA,NA,303,238,177,NA,366,NA,NA,NA,325,273,212
NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,4248
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,5102,NA,NA
NA,NA,NA,80,124,NA,68,NA,NA,NA,NA,1684,1125,NA,1264,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,3218
NA,220,NA,NA,NA,216,NA,NA,NA,2821,NA,NA,NA,3188,NA,NA
NA,NA,77,80,NA,216,NA,NA,NA,NA,2226,1796,NA,3336,NA,NA
NA,NA,NA,NA,NA,NA,784,NA,NA,NA,NA,NA,NA,NA,25321,NA
NA,73,NA,NA,NA,NA,NA,NA,NA,36684,NA,NA,NA,NA,NA,NA
NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,17322,NA,NA,NA,NA
265,NA,NA,NA,NA,86,NA,NA,17680,NA,NA,NA,NA,14456,NA,NA
NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,28962,NA,NA,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,19484,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,3102,NA
NA,NA,NA,NA,333,NA,NA,NA,NA,NA,NA,NA,3172,NA,NA,NA
189,NA,NA,NA,NA,130,NA,NA,21047,NA,NA,NA,NA,2205,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,2082
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,40418,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,16653,NA,NA,NA
NA,NA,NA,161,124,NA,68,70,NA,NA,NA,3849,1759,NA,1706,1727
NA,73,NA,NA,NA,NA,NA,NA,NA,1834,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,6938,NA,NA,NA
113,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,13472,NA,NA,NA,NA
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,16167,NA,NA,NA,NA
NA,NA,116,80,NA,NA,102,NA,NA,NA,16701,20209,NA,NA,25596,NA
NA,110,NA,NA,NA,NA,136,247,NA,15721,NA,NA,NA,NA,10501,7745
NA,NA,NA,NA,NA,NA,NA,1664,NA,NA,NA,NA,NA,NA,NA,17156
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,20477,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,22752,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,22752,NA
NA,146,NA,NA,124,86,102,106,NA,1243,NA,NA,730,716,787,870
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,153,NA
NA,NA,NA,80,83,NA,NA,NA,NA,NA,NA,1224,1189,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,1100,NA
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,4041,NA,NA,NA,NA
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,6218,NA,NA,NA,NA
NA,NA,NA,282,NA,NA,136,NA,NA,NA,NA,10478,NA,NA,11376,NA
NA,NA,155,NA,NA,NA,NA,NA,NA,NA,11990,NA,NA,NA,NA,NA
NA,NA,NA,161,291,130,68,212,NA,NA,NA,9510,19428,14456,17064,17704
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,478,NA,NA,NA
NA,NA,1597,NA,NA,NA,NA,NA,NA,NA,106517,NA,NA,NA,NA,NA
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,80837,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,1133,NA,NA,NA,NA,NA,NA,NA,94421
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,562,NA,NA,NA
NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,10008,NA,NA
NA,73,NA,NA,83,130,136,NA,NA,3057,NA,NA,4163,2891,4015,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,4165
NA,73,NA,NA,NA,NA,NA,70,NA,2157,NA,NA,NA,NA,NA,2832
NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,2068,NA
NA,NA,77,NA,NA,NA,NA,NA,NA,NA,7793,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,3942,NA,NA
113,NA,NA,NA,NA,NA,NA,NA,7103,NA,NA,NA,NA,NA,NA,NA
NA,NA,116,NA,NA,NA,NA,NA,NA,NA,9742,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,51193,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,70816
NA,73,NA,NA,NA,NA,102,NA,NA,24456,NA,NA,NA,NA,51193,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,16653,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,35408
NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,24251,NA,NA,NA,NA
NA,73,NA,NA,NA,NA,NA,NA,NA,9171,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,12390,NA,NA
NA,NA,116,NA,NA,NA,68,NA,NA,NA,29227,NA,NA,NA,34129,NA
NA,73,77,NA,NA,NA,102,NA,NA,2223,4102,NA,NA,NA,3937,NA
NA,NA,NA,80,NA,NA,NA,70,NA,NA,NA,1757,NA,NA,NA,1770
NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,4818,NA,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,6405,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,2730,NA
NA,NA,77,NA,NA,NA,NA,70,NA,NA,1623,NA,NA,NA,NA,2723
75,NA,NA,NA,NA,NA,NA,NA,1994,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,1054,NA,NA,NA,NA
NA,110,NA,NA,NA,433,NA,318,NA,6473,NA,NA,NA,6883,NA,5794
113,110,NA,161,NA,NA,NA,70,8118,9171,NA,7698,NA,NA,NA,5901
NA,73,NA,NA,NA,NA,NA,NA,NA,1746,NA,NA,NA,NA,NA,NA
NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,1271,NA,NA,NA,NA
NA,NA,389,NA,NA,NA,NA,NA,NA,NA,64949,NA,NA,NA,NA,NA
NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,55511,NA,NA,NA
NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,60628,NA,NA,NA,NA
NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,2607,NA,NA,NA,NA
NA,73,NA,NA,NA,NA,NA,NA,NA,24456,NA,NA,NA,NA,NA,NA
151,NA,NA,NA,83,NA,NA,NA,37886,NA,NA,NA,41633,NA,NA,NA
151,73,NA,NA,NA,NA,NA,70,12628,14673,NA,NA,NA,NA,NA,10116
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,41633,NA,NA,NA
NA,73,NA,NA,NA,NA,NA,NA,NA,18342,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,27755,NA,NA,NA
NA,73,116,80,NA,86,NA,NA,NA,18342,16701,13472,NA,17347,NA,NA
NA,73,NA,NA,NA,NA,NA,NA,NA,1706,NA,NA,NA,NA,NA,NA
NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,24251,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,23605
NA,NA,467,NA,NA,NA,NA,NA,NA,NA,6494,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,86,NA,106,170,NA,NA,NA,NA,173,NA,194
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,141
NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,22752,NA
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,6938,NA,NA,NA
NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,8921,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,7081
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,4875,NA
NA,110,NA,NA,166,216,102,70,NA,3668,NA,NA,3027,4251,3302,3934
NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,4163,NA,NA,NA
NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,4875,NA
75,NA,NA,NA,NA,NA,NA,70,5412,NA,NA,NA,NA,NA,NA,4426
